,Unnamed: 0,composition,mp-id,target,space_group
5065,5065,SnPt3C,,0.0,
5069,5069,Sr(CeSe2)2,,0.0,220.0
5070,5070,Sr(CoP)2,mp-5671.cif,0.0,139.0
5071,5071,Sr(GaAu)2,,0.0,
5072,5072,Sr(In4Rh)2,,0.0,
5073,5073,Sr(LaS2)2,,2.85,220.0
5075,5075,Sr(PrS2)2,,2.7,220.0
5076,5076,Sr(RuO3)2,,0.0,
5077,5077,Sr(Sb3Ru)4,,0.0,
5080,5080,Sr2Be2B2O7,mp-556498.cif,8.0,188.0
5081,5081,Sr2Co2O5,mp-542899.cif,0.0,46.0
5082,5082,Sr2CoReO6,,0.0,87.0
5084,5084,Sr2GeN2,mp-29089.cif,0.0,135.0
5085,5085,Sr2HoRuO6,mp-6676.cif,0.0,14.0
5086,5086,Sr2Li2Nb3O10,,0.0,
5087,5087,Sr2MgIrO6,mp-16307.cif,0.0,225.0
5088,5088,Sr2MgReO6,mp-1078868.cif,0.0,87.0
5089,5089,Sr2V2(SeO5)3,,2.96,
5092,5092,Sr2YReO6,mp-7889.cif,0.0,225.0
5093,5093,Sr2ZnReO6,mp-548691.cif,0.0,87.0
5094,5094,Sr3(AlSn)2,,0.0,
5095,5095,Sr3(SnIr)4,,0.0,
5099,5099,Sr3Sb2,,0.0,
5101,5101,Sr3Se3ClO8,,4.4,
5104,5104,Sr4V2(Se2O7)3,,2.66,
5105,5105,Sr5Bi3,mp-29620.cif,0.0,193.0
5106,5106,Sr5Cd2Sb5F,mp-867155.cif,0.0,63.0
5108,5108,Sr5V3O12F,,4.5,
5110,5110,Sr7Bi23O40,,0.0,
5111,5111,Sr8(MnN3)3,mp-567532.cif,0.0,14.0
5112,5112,Sr8Al7,mp-11224.cif,0.0,198.0
5113,5113,Sr8Co8O23,mp-565434.cif,0.0,139.0
5114,5114,Sr8Fe3N8,mp-573523.cif,0.0,12.0
5119,5119,SrBiClO2,mp-547244.cif,3.52,63.0
5121,5121,SrCdSi,,0.0,
5122,5122,SrCuBi,mp-30451.cif,0.0,194.0
5123,5123,SrIn2,mp-20074.cif,0.0,194.0
5125,5125,SrIn2Ir,,0.0,
5127,5127,SrIn4Ir,,0.0,
5128,5128,SrIn4Pt,,0.0,
5132,5132,SrLi4(BO3)2,,6.67,
5133,5133,SrMgIn3,,0.0,
5135,5135,SrN2,mp-10564.cif,0.0,139.0
5137,5137,SrNi5As3,mp-17396.cif,0.0,63.0
5140,5140,SrSbAu,,0.0,
5141,5141,SrSiPd,,0.0,
5146,5146,SrUS2,,0.0,220.0
5148,5148,SrZnSb2,mp-12275.cif,0.0,62.0
5149,5149,SrZr2Nb,,0.0,
5150,5150,Ta11(CuO15)2,,2.59,
5151,5151,Ta11(CuO6)5,,2.58,
5153,5153,Ta2Mn3O8,mp-31909.cif,1.89,88.0
5156,5156,Ta2Nb3O12,,0.0,
5158,5158,Ta2PtSe7,mp-14474.cif,0.0,12.0
5160,5160,Ta2Tl4S11,mp-18344.cif,1.26,2.0
5161,5161,Ta2TlO6,,0.0,
5162,5162,Ta3B4,mp-10142.cif,0.0,71.0
5163,5163,Ta3P,mp-504502.cif,0.0,86.0
5164,5164,Ta4AlC3,mp-3803.cif,0.0,194.0
5165,5165,Ta4FeTe4,mp-28964.cif,0.0,55.0
5168,5168,Ta6Be15Cu8,,0.0,
5169,5169,Ta6Ni16Ge7,mp-582719.cif,0.0,225.0
5170,5170,Ta7Cu3O19,,2.47,
5171,5171,TaAl3,mp-869.cif,0.0,139.0
5176,5176,TaCu3S4,,3.0,
5177,5177,TaF3,mp-8338.cif,0.0,221.0
5180,5180,TaN,mp-1279.cif,2.3,189.0
5181,5181,TaNiB2,mp-22709.cif,0.0,62.0
5186,5186,TaTlS3,mp-10795.cif,0.78,62.0
5187,5187,TaW3,,0.0,
5188,5188,Tb(Al2Fe)4,,0.0,
5189,5189,Tb(AlC)3,mp-972049.cif,0.0,194.0
5190,5190,Tb(CoB)2,mp-3893.cif,0.0,139.0
5194,5194,Tb(FeP3)4,mp-21041.cif,0.0,204.0
5195,5195,Tb(GePd)2,,0.0,
5196,5196,Tb(GeRh)2,,0.0,
5198,5198,Tb(MnGe)6,mp-22012.cif,0.0,191.0
5199,5199,Tb(Ni2P)2,mp-505597.cif,0.0,136.0
5200,5200,Tb10B7C10,,0.0,
5201,5201,Tb11S16,,0.0,
5202,5202,Tb2AlCo2,,0.0,
5203,5203,Tb2C3,mp-7024.cif,0.0,220.0
5204,5204,Tb2EuSe4,mp-646337.cif,2.0,62.0
5207,5207,Tb2Sb5,mp-641945.cif,0.0,11.0
5208,5208,Tb2SbO2,,0.0,
5209,5209,Tb2Ti3Ge4,mp-21712.cif,0.0,62.0
5210,5210,Tb3(MnC3)2,mp-28827.cif,0.0,176.0
5211,5211,Tb3FeB7,mp-972235.cif,0.0,63.0
5212,5212,Tb3Ge5,mp-2321.cif,0.0,43.0
5213,5213,Tb3Ni13B2,mp-541883.cif,0.0,191.0
5214,5214,Tb3ReO7,mp-31102.cif,0.0,63.0
5215,5215,Tb3Si,,0.0,
5216,5216,Tb5Ti5O17,,0.0,
5217,5217,Tb5Tl3,mp-1188772.cif,0.0,140.0
5218,5218,Tb6PbSe10,,0.0,
5219,5219,TbB(SbO4)2,,3.53,
5220,5220,TbBRh3,mp-3869.cif,0.0,221.0
5222,5222,TbCl,mp-27923.cif,0.0,166.0
5223,5223,TbCo2,mp-2265.cif,0.0,227.0
5224,5224,TbCu5,mp-1077262.cif,0.0,216.0
5226,5226,TbGa2Co3,,0.0,
5227,5227,TbGa3,mp-867246.cif,0.0,194.0
5228,5228,TbH2,mp-24724.cif,0.0,225.0
5230,5230,TbIn2Ni,,0.0,
5232,5232,TbInIr,mp-22032.cif,0.0,189.0
5233,5233,TbMn5Ge3,mp-623463.cif,0.0,62.0
5238,5238,TbPt,mp-1079305.cif,0.0,62.0
5241,5241,TbSe2,,0.0,114.0
5243,5243,TbTe,mp-1176.cif,0.0,225.0
5247,5247,TbYbHg2,,0.0,
5251,5251,Tc3Pd,,0.0,
5252,5252,TcB,,0.0,
5253,5253,TcSe2,,0.88,
5256,5256,Te2Mo2WSe4,,0.0,
5257,5257,Te2Mo3Se4,,0.0,
5258,5258,Te2MoWS2,,0.0,
5259,5259,Te2Os,,0.3,58.0
5260,5260,Te2Pd,,1.8,
5261,5261,Te2Pd3,mp-613.cif,0.0,63.0
5262,5262,Te2Pd3Pb2,mp-605028.cif,0.0,59.0
5263,5263,Te2Ru,650722.cif,0.25,205.0
5265,5265,Te3MoWS,,0.0,
5266,5266,Te4Mo(WS)2,,0.0,
5267,5267,Te4MoW3S4,,0.0,
5271,5271,TePd,,0.0,
5273,5273,TeWCl9,mp-669325.cif,0.0,2.0
5274,5274,Th(Al2Fe)4,,0.0,
5275,5275,Th(Al5Fe)2,,0.0,
5277,5277,Th(FeSi)2,mp-7600.cif,0.0,139.0
5278,5278,Th(GePd)2,,0.0,
5279,5279,Th(MnGe)2,mp-21281.cif,0.0,139.0
5283,5283,Th2In,mp-21428.cif,0.0,140.0
5284,5284,Th3B2C3,mp-3182.cif,0.0,10.0
5285,5285,Th6Mg23,mp-570442.cif,0.0,225.0
5286,5286,ThAl,mp-178.cif,0.0,63.0
5290,5290,ThCrB4,mp-22528.cif,0.0,55.0
5291,5291,ThFe2SiC,mp-569748.cif,0.0,63.0
5292,5292,ThHg2,mp-2215.cif,0.0,194.0
5294,5294,ThMn4(CuO4)3,,0.0,
5298,5298,ThRu3C,mp-22394.cif,0.0,221.0
5299,5299,ThS,mp-503.cif,0.0,225.0
5300,5300,ThSO,mp-8136.cif,2.22,129.0
5302,5302,ThSi,mp-21238.cif,0.0,62.0
5306,5306,Ti(Bi3O5)4,mp-23494.cif,3.09,197.0
5307,5307,Ti10O11,,0.0,
5309,5309,Ti13S24,,0.0,
5310,5310,Ti20(Sb3Se)3,,0.0,
5312,5312,Ti2B,mp-1025149.cif,0.0,140.0
5314,5314,Ti2Be17,mp-12648.cif,0.0,166.0
5317,5317,Ti2CoGe,,0.0,
5319,5319,Ti2CuS4,mp-3951.cif,0.0,227.0
5320,5320,Ti2MnFe,,0.0,
5321,5321,Ti2NiH,mp-644259.cif,0.0,227.0
5322,5322,Ti2NiSe4,mp-1025281.cif,0.0,12.0
5324,5324,Ti2RePd,,0.0,
5325,5325,Ti2ReRh,,0.0,
5326,5326,Ti2ReRu,,0.0,
5328,5328,Ti2TcNi,,0.0,
5329,5329,Ti2TcPd,,0.0,
5330,5330,Ti2ZnS4,,0.0,
5331,5331,Ti3Be,,0.0,
5334,5334,Ti3PO7,,0.0,
5335,5335,Ti3Pt5,,0.0,123.0
5336,5336,Ti3SnC2,mp-21023.cif,0.0,194.0
5337,5337,Ti4NiBi2,mp-571457.cif,0.0,140.0
5338,5338,Ti4O5,mp-10734.cif,0.0,87.0
5339,5339,Ti4ZnO8,,0.0,
5341,5341,Ti5Zn4(TeO6)3,,0.0,
5343,5343,Ti6H2O13,,3.4,
5344,5344,Ti9O10,,0.0,
5345,5345,Ti9O8,,0.0,
5346,5346,TiAl,mp-1953.cif,0.0,123.0
5347,5347,TiAlAu2,mp-16482.cif,0.0,225.0
5348,5348,TiAsRh,mp-505540.cif,0.0,62.0
5349,5349,TiAuCl,,0.0,
5350,5350,TiBi25O39,,3.1,
5351,5351,TiBr2,mp-27785.cif,0.0,164.0
5354,5354,TiCoSn,mp-1216949.cif,0.0,216.0
5356,5356,TiFe2,mp-2454.cif,0.0,194.0
5357,5357,TiFe2As,,0.0,
5360,5360,TiFeH2,,0.0,221.0
5361,5361,TiGaIr2,,0.0,
5362,5362,TiHgO3,,0.0,
5363,5363,TiI,,0.0,
5364,5364,TiMn2Al,,0.0,
5365,5365,TiMn2Ge,,0.0,
5367,5367,TiPO4,mp-5839.cif,0.0,63.0
5368,5368,TiPd,mp-980094.cif,0.0,51.0
5370,5370,TiS3,42072.cif,0.9,11.0
5371,5371,TiSe,mp-571651.cif,0.0,62.0
5377,5377,Tl(WO3)3,,0.0,
5378,5378,Tl16O15F17,,0.0,
5379,5379,Tl2CdTe4,mp-1025337.cif,0.0,121.0
5380,5380,Tl2Mo7O22,mp-704535.cif,0.0,15.0
5381,5381,Tl2PAuS4,mp-9510.cif,2.2,11.0
5382,5382,Tl2Te3As2Se,,0.67,
5383,5383,Tl3Cr,,0.0,
5386,5386,Tl3Si,,0.0,
5387,5387,Tl4In3GaS8,,2.63,
5388,5388,Tl5Te3,mp-174.cif,0.0,140.0
5390,5390,Tl8Os8O27,,0.0,
5392,5392,TlAgSe2,,0.72,162.0
5393,5393,TlAgTe2,mp-10006.cif,0.1,119.0
5395,5395,TlCdS2,mp-7708.cif,1.5,164.0
5396,5396,TlCoBi,,0.0,
5398,5398,TlCr5(Se3S)2,,0.75,12.0
5399,5399,TlCr5(SeS)4,,0.85,12.0
5401,5401,TlCr5Se3S5,,0.89,12.0
5402,5402,TlCr5Se5S3,,0.8,12.0
5403,5403,TlCr5Se7S,,0.71,12.0
5404,5404,TlCr5SeS7,,0.97,12.0
5405,5405,TlCuSe2,mp-14090.cif,1.07,122.0
5407,5407,TlInHgS3,mp-1190524.cif,1.74,15.0
5410,5410,TlPS2,,1.6,
5412,5412,TlSbTe3,,0.38,
5414,5414,TlSnAuSe3,,1.2,
5415,5415,TlTe,mp-2081.cif,0.0,140.0
5418,5418,Tm(CoSi)2,mp-3262.cif,0.0,139.0
5421,5421,Tm(CuTe)3,mp-640889.cif,0.14,31.0
5422,5422,Tm(FeSi)2,mp-2938.cif,0.0,139.0
5424,5424,Tm(MnGe)6,mp-5641.cif,0.0,191.0
5425,5425,Tm(NiGe)2,mp-4195.cif,0.0,139.0
5428,5428,Tm2CdHg,,0.0,
5429,5429,Tm2CuTc,,0.0,
5431,5431,Tm2In,mp-21486.cif,0.0,194.0
5432,5432,Tm2IrPd,,0.0,
5433,5433,Tm2MgRu,,0.0,
5434,5434,Tm2MgTl,,0.0,
5435,5435,Tm2Ru2O7,mp-555716.cif,0.0,227.0
5437,5437,Tm2ZnGa,,0.0,
5439,5439,Tm2ZnOs,,0.0,
5440,5440,Tm3(GePd)4,,0.0,
5442,5442,Tm4In(NiGe2)2,,0.0,
5443,5443,Tm5(Ge5Rh2)2,,0.0,
5444,5444,Tm5Ti5O17,,0.0,
5445,5445,TmAl4Ni,,0.0,
5447,5447,TmAu,mp-1017507.cif,0.0,63.0
5448,5448,TmAu2,mp-560.cif,0.0,139.0
5449,5449,TmB2C,,0.0,55.0
5450,5450,TmBPd3,,0.0,
5451,5451,TmBRh3,mp-5438.cif,0.0,221.0
5452,5452,TmCdAg2,,0.0,
5453,5453,TmCoSi2,,0.0,216.0
5454,5454,TmCu4Ag,mp-1025116.cif,0.0,216.0
5455,5455,TmCuSi,mp-8123.cif,0.0,194.0
5456,5456,TmGe,mp-998911.cif,0.0,63.0
5457,5457,TmH2,mp-24727.cif,0.0,225.0
5460,5460,TmMg2Sc,,0.0,
5461,5461,TmMgAg2,,0.0,
5462,5462,TmMgCd2,,0.0,
5463,5463,TmMnGe,mp-20114.cif,0.0,62.0
5464,5464,TmMnO3,mp-554211.cif,0.0,185.0
5465,5465,TmPd,mp-348.cif,0.0,221.0
5466,5466,TmSb,mp-2520.cif,0.0,225.0
5470,5470,TmThRu2,,0.0,
5471,5471,TmTl,mp-515.cif,0.0,221.0
5473,5473,U(Al2Fe)4,,0.0,
5475,5475,U(CoGe)2,,0.0,
5477,5477,U(CuP)2,,0.0,
5483,5483,U2AlCo2,,0.0,
5484,5484,U2AlCo3,,0.0,
5485,5485,U2Cl5O2,mp-27661.cif,0.0,65.0
5486,5486,U2Cr30P19,mp-21819.cif,0.0,174.0
5487,5487,U2Cu2As3O,mp-572929.cif,0.0,129.0
5490,5490,U2SnRh2,,0.0,
5491,5491,U2TeN2,mp-5505.cif,0.0,139.0
5492,5492,U2Ti,mp-1709.cif,0.0,191.0
5493,5493,U2Zn17,mp-528.cif,0.0,166.0
5495,5495,U3Cu2Se7,,0.0,
5499,5499,U4N7,,0.0,
5502,5502,U5Ge3,mp-622345.cif,0.0,193.0
5503,5503,U6Co,mp-582635.cif,0.0,140.0
5504,5504,UAl3,mp-1723.cif,0.0,221.0
5507,5507,UAu2,mp-12072.cif,0.0,191.0
5508,5508,UCo4Sn,mp-13018.cif,0.0,216.0
5509,5509,UCoSi,mp-20811.cif,0.0,62.0
5511,5511,UFe5Si3,mp-580439.cif,0.0,123.0
5512,5512,UFeSi,mp-20121.cif,0.0,62.0
5514,5514,UGa3Ni,,0.0,
5515,5515,UGa5Ir,,0.0,
5517,5517,UGeRh,,0.0,
5518,5518,UHg3(TeCl3)2,,2.6,
5519,5519,UHg4(AsCl3)2,,1.9,
5520,5520,UNiSn,mp-672385.cif,0.0,216.0
5521,5521,UO,mp-7830.cif,1.5,225.0
5522,5522,UPt3,mp-30855.cif,0.0,194.0
5525,5525,UVC2,mp-7810.cif,0.0,62.0
5528,5528,V2Bi4O11,mp-766025.cif,2.0,5.0
5530,5530,V2GaSn2,mp-640159.cif,0.0,64.0
5531,5531,V2NO,,0.0,
5532,5532,V2OsRu,,0.0,
5533,5533,V2Pb4(Se2O7)3,,3.37,
5535,5535,V2Si2O7,,0.0,
5539,5539,V3(HO2)4,,0.0,
5540,5540,V3Ag,,0.0,
5542,5542,V3Bi(PbO4)3,,2.5,
5543,5543,V3Cd4(TeO5)3,,2.66,
5547,5547,V3Pb2Se5O18,,3.14,62.0
5550,5550,V3Si,mp-2567.cif,0.0,223.0
5551,5551,V3SiNi2,mp-504625.cif,0.0,227.0
5552,5552,V4ZnO8,,0.0,
5553,5553,V5SiB2,mp-10126.cif,0.0,140.0
5554,5554,V6AgO15,,0.0,12.0
5557,5557,VAg(IO4)2,,2.24,
5560,5560,VB2,mp-1491.cif,0.0,191.0
5562,5562,VBi24O41,,3.25,
5563,5563,VCo,,0.0,194.0
5565,5565,VCu3S4,628947.cif,1.0,215.0
5566,5566,VFeRu2,,0.0,
5567,5567,VGa(TeO4)2,,3.0,
5576,5576,VPO4,mp-18835.cif,0.0,63.0
5577,5577,VPt2,mp-12108.cif,0.0,71.0
5579,5579,VTc,mp-2540.cif,0.0,221.0
5581,5581,VTeHO5,,2.51,
5582,5582,VZn2BiO6,,2.4,
5583,5583,VZnRu2,,0.0,
5584,5584,W2C,mp-567397.cif,0.0,162.0
5586,5586,W3O7F,,0.0,
5588,5588,Y(Al2Cu)4,,0.0,
5589,5589,Y(Al5Fe)2,,0.0,
5591,5591,Y(CrSi)2,mp-4740.cif,0.0,139.0
5593,5593,Y(CuSi)2,mp-3390.cif,0.0,139.0
5595,5595,Y(FeSi)2,mp-5288.cif,0.0,139.0
5596,5596,Y(NiP)2,mp-568940.cif,0.0,139.0
5598,5598,Y(SiPt)2,mp-1080646.cif,0.0,129.0
5599,5599,Y(SiRh)2,mp-3441.cif,0.0,139.0
5600,5600,Y(SiRu)2,,0.0,
5602,5602,Y2AlZn,,0.0,
5603,5603,Y2C3,mp-1695.cif,0.0,220.0
5605,5605,Y2Fe2Si2C,mp-1025339.cif,0.0,12.0
5606,5606,Y2Ge2O7,,0.0,92.0
5607,5607,Y2Ge5Ir3,mp-541609.cif,0.0,72.0
5608,5608,Y2Mo2O7,mp-18265.cif,0.0,227.0
5609,5609,Y2ReB6,mp-504560.cif,0.0,55.0
5610,5610,Y2Ru2O7,mp-20643.cif,0.0,227.0
5611,5611,Y2U3O11,,0.0,
5614,5614,Y3Fe29,,0.0,
5622,5622,Y4US5O3,,1.95,62.0
5624,5624,YAgO3,,0.0,
5626,5626,YAlPd,,0.0,
5628,5628,YB2C,,0.0,55.0
5630,5630,YB66,,0.8,226.0
5632,5632,YCd4B3O10,,3.78,
5634,5634,YCdPd2,,0.0,
5636,5636,YCo2,mp-1294.cif,0.0,227.0
5637,5637,YCoO3,mp-22668.cif,0.0,62.0
5638,5638,YCu3(WO3)4,,0.0,
5640,5640,YErRh2,,0.0,
5644,5644,YIn2Ni,,0.0,
5645,5645,YMg4Cu,,0.0,
5646,5646,YMgAl,mp-13090.cif,0.0,189.0
5648,5648,YMgGa,mp-5590.cif,0.0,189.0
5649,5649,YMoClO4,,3.82,
5650,5650,YMoO4F,,3.78,
5651,5651,YNi4B,mp-7559.cif,0.0,191.0
5652,5652,YSbPd,mp-1207056.cif,0.27,216.0
5653,5653,YSbPt,mp-4964.cif,0.16,216.0
5656,5656,YSiNi,mp-20557.cif,0.0,62.0
5657,5657,YSiRu,mp-21069.cif,0.0,62.0
5658,5658,YSn3,mp-1080522.cif,0.0,38.0
5661,5661,YV(BiO4)2,,2.09,
5662,5662,YVSeO10,,2.7,
5665,5665,YZn5,mp-1202791.cif,0.0,194.0
5666,5666,YZnBiO4,,1.58,
5667,5667,Yb(Al2Mo)2,,0.0,
5668,5668,Yb(AlGa)2,mp-573498.cif,0.0,139.0
5669,5669,Yb(AlGe)2,mp-4041.cif,0.0,164.0
5670,5670,Yb(AlSi)2,mp-10405.cif,0.0,164.0
5672,5672,Yb(CuSe)3,,0.2,
5673,5673,Yb(Fe2Ge)2,mp-613612.cif,0.0,136.0
5674,5674,Yb(Ga4Co)2,mp-21795.cif,0.0,55.0
5678,5678,Yb(InS2)3,,1.31,
5679,5679,Yb(MnAs)2,mp-9592.cif,0.0,164.0
5681,5681,Yb(SbTe2)2,,0.34,220.0
5682,5682,Yb(SiAg)2,mp-10668.cif,0.0,139.0
5683,5683,Yb(SiRh)2,mp-10626.cif,0.0,139.0
5684,5684,Yb11(Ni10C)6,mp-8792.cif,0.0,229.0
5685,5685,Yb14Ti10O41,,0.0,
5686,5686,Yb16S29,,0.0,
5689,5689,Yb2Ce8O19,,0.0,
5690,5690,Yb2EuS4,mp-1194516.cif,1.6,62.0
5691,5691,Yb2EuSe4,mp-645707.cif,1.3,62.0
5693,5693,Yb2HgPb,,0.0,
5695,5695,Yb2MgS4,mp-8272.cif,0.0,227.0
5696,5696,Yb2MgSe4,mp-15804.cif,0.0,227.0
5697,5697,Yb2SmS4,,0.0,220.0
5698,5698,Yb2Sn,mp-570050.cif,0.0,194.0
5701,5701,Yb3Sn13Rh4,mp-3046.cif,0.0,223.0
5702,5702,Yb3Tc,,0.0,
5703,5703,Yb3Ti3O14,,0.0,
5705,5705,Yb4Sb3,mp-1295.cif,0.0,220.0
5706,5706,Yb5Au4,mp-570527.cif,0.0,62.0
5707,5707,Yb6U3O17,,0.0,
5708,5708,Yb8Ge3Sb5,mp-569159.cif,0.0,139.0
5712,5712,YbB2Rh3,,0.0,12.0
5713,5713,YbBO3,mp-14237.cif,0.0,193.0
5714,5714,YbCdHg2,,0.0,
5715,5715,YbCe2CuS5,,1.37,
5716,5716,YbCe2CuSe5,,1.05,
5717,5717,YbCuGe,mp-567768.cif,0.0,186.0
5718,5718,YbCuSi,mp-8124.cif,0.0,194.0
5720,5720,YbGa2Pd,,0.0,
5722,5722,YbH2ClO2,,0.0,
5724,5724,YbIn4Rh,,0.0,
5726,5726,YbMgPd,mp-11098.cif,0.0,62.0
5727,5727,YbMn2O5,mp-704504.cif,0.0,55.0
5728,5728,YbNd2CuS5,,1.35,
5729,5729,YbNd3,,0.0,
5730,5730,YbNdAg2,,0.0,
5731,5731,YbPO4,mp-4179.cif,0.0,141.0
5733,5733,YbPr11Se16,,0.0,
5736,5736,YbSi2Ni,,0.0,
5737,5737,YbSm2CuS5,,1.28,
5739,5739,YbSn2Pd,,0.0,
5740,5740,YbSnRh,,0.0,
5742,5742,YbTlS2,,0.0,12.0
5743,5743,YbTlSe2,,0.0,
5747,5747,Zn(Bi19O29)2,,2.88,
5748,5748,Zn(CoO2)2,,0.0,
5749,5749,Zn(CuO2)2,,0.0,
5750,5750,Zn(FeN)2,,0.0,
5752,5752,Zn2BIr2,mp-28787.cif,0.0,63.0
5755,5755,Zn2MoSeO7,,4.2,
5757,5757,Zn2Sb3O8,,0.0,
5758,5758,Zn2SnN2,,0.0,
5759,5759,Zn2TeMoO7,,4.1,
5762,5762,Zn3Cd,,0.0,
5764,5764,Zn3Cu10(TeO6)6,,0.0,
5766,5766,ZnAgF5,,0.0,
5767,5767,ZnB12(H5O12)2,,4.6,
5768,5768,ZnCrO2,,0.0,
5769,5769,ZnCu2GeS4,61693.cif,2.1,121.0
5770,5770,ZnCu2GeSe4,,1.63,
5772,5772,ZnCu2SiTe4,656150.cif,1.47,121.0
5774,5774,ZnCu3P3O13,,0.0,
5775,5775,ZnGaRh2,,0.0,
5777,5777,ZnHg3(SeCl2)2,,2.23,36.0
5778,5778,ZnI2,mp-27161.cif,4.53,142.0
5779,5779,ZnIrO3,,0.0,
5781,5781,ZnSb3,,0.0,
5783,5783,ZnSn3,,0.0,
5784,5784,ZnTc,,2.37,
5785,5785,ZnWO2,,0.0,
5791,5791,Zr2CuS4,mp-14025.cif,0.0,227.0
5795,5795,Zr2Se,mp-22642.cif,0.0,58.0
5796,5796,Zr2Te,mp-21559.cif,0.0,62.0
5797,5797,Zr3(Al2C3)2,,0.0,160.0
5798,5798,Zr3(Cu2Si3)2,,0.0,
5799,5799,Zr3Ag,,0.0,139.0
5801,5801,Zr3Hg,mp-1630.cif,0.0,223.0
5804,5804,Zr4AlNi2,,0.0,
5805,5805,Zr4Co4Ge7,mp-22233.cif,0.0,139.0
5807,5807,Zr5Al3C,mp-972176.cif,0.0,193.0
5809,5809,Zr5SiSb3,mp-542816.cif,0.0,193.0
5810,5810,Zr5Sn3,mp-510522.cif,0.0,193.0
5811,5811,Zr5Sn4,mp-543001.cif,0.0,193.0
5813,5813,Zr6Al2Ni,,0.0,
5814,5814,Zr6NiCl15,mp-653981.cif,0.0,229.0
5815,5815,Zr6Sb2Pt,,0.0,
5817,5817,Zr7Sb4,mp-32967.cif,0.0,14.0
5818,5818,ZrAl5Ni2,mp-30183.cif,0.0,139.0
5819,5819,ZrAlPt,,0.0,194.0
5820,5820,ZrAlRu2,,0.0,221.0
5821,5821,ZrAlW,,0.0,
5823,5823,ZrB2,mp-1472.cif,0.0,191.0
5824,5824,ZrC,mp-2795.cif,0.6,225.0
5825,5825,ZrCd,mp-1017540.cif,0.0,129.0
5826,5826,ZrCrSi2,mp-21591.cif,0.0,55.0
5830,5830,ZrHCl,,0.0,
5832,5832,ZrHg4(PCl3)2,mp-1200713.cif,3.22,61.0
5833,5833,ZrInCu2,mp-623134.cif,0.0,225.0
5834,5834,ZrInPd2,mp-977475.cif,0.0,225.0
5837,5837,ZrMo3,mp-30790.cif,0.0,223.0
5839,5839,ZrPd2,mp-1018102.cif,0.0,139.0
5840,5840,ZrPd3,mp-30842.cif,0.0,194.0
5845,5845,ZrSbRu,,0.0,
5846,5846,ZrSe,,0.0,
5848,5848,ZrSiTe,mp-19917.cif,0.0,129.0
5850,5850,ZrTe,mp-1539.cif,0.0,187.0
5851,5851,ZrTi2O,mp-1215204.cif,0.0,65.0
5853,5853,ZrW2,mp-675.cif,0.0,227.0
5854,5854,LiAlB14,mp-8204.cif,1.82,74.0
5855,5855,KB6,mp-1076.cif,0.29,221.0
5857,5857,SmB6,mp-6996.cif,0.023,221.0
5859,5859,YB66,,0.8,226.0
5860,5860,SmB66,,0.8,226.0
5863,5863,B4C,mp-571655.cif,0.48,166.0
5867,5867,NiP2,mp-486.cif,0.5,15.0
5868,5868,AsPPd,,0.45,15.0
5870,5870,FeP2,mp-20027.cif,0.37,58.0
5871,5871,FeAs2,mp-2008.cif,0.22,58.0
5872,5872,AsPRu,,0.8,58.0
5876,5876,Dy(CuS)3,,1.6,147.0
5877,5877,Y(CuS)3,,1.78,147.0
5880,5880,Lu(CuS)3,,1.5,147.0
5882,5882,Gd(CuSe)3,,0.14,147.0
5887,5887,Yb(CuSe)3,,0.2,147.0
5889,5889,Sm(CuTe)3,,0.23,147.0
5892,5892,Dy(CuTe)3,,0.34,147.0
5894,5894,Ho(CuTe)3,,0.26,147.0
5895,5895,Er(CuTe)3,,0.24,147.0
5896,5896,Tm(CuTe)3,,0.14,147.0
5897,5897,Sm(CuS)3,,1.81,14.0
5899,5899,Sm(CuSe)3,,0.15,14.0
